FOLIO8,UNIT_COUNT,LEGAL_LINE,LEGAL_LINE_2,MILLAGE_CODE,USE_CODE,SITUS_CITY,SITUS_ZIP_CODE,Neighborhood/Division,Subdivision,HOA,HOA Webpage,Property Management,Property Management Wegpage
49422210,133,LLOYD ESTATES ADD CORR PLAT,28-32 B,1712,01,OP,333095015,,,,,,
49422211,25,LLOYD ESTATES ADD RESUB BLK 4,43-41 B,1712,01,OP,333095157,,,,,,
49422212,10,SLEEPY RIVER ACRES 28-25 B,LOT 1 LESS RD R/W,1712,01,OP,33309,,,,,,
49422213,20,SLEEPY RIVER ACRES ADD 30-37 B,LOT 10,1712,01,OP,333096025,,,,,,
49422214,3,PINE RIDGE HIGHLANDS 30-30 B,"E 212.5 LESS PT DESC AS,COMM AT",1712,23,OP,33334,,,,,,
49422215,6,HARLEM PARK 31-45 B,LOT 6 BLK 1,1712,01,OP,33334,,,,,,
49422216,134,NORTH ANDREWS GARDENS ANNEX,35-19 B,1712,01,OP,333341404,,,,,,
49422217,80,ANNEX PARK 44-1 B,LOT 17 BLK 1,1712,01,OP,333341429,,,,,,
49422218,21,BONIELLO GARDENS 48-16 B,LOT 4 BLK 3,1712,01,OP,33334,,,,,,
49422219,64,CENTRAL PARK INDUSTRIAL CENTER,48-36 B,1712,48,OP,33334,,,,,,
49422220,51,ANDERSONS INDUSTRIAL CENTER,49-9 B,1712,48,OP,33334,,,,,,
49422221,21,LLOYD ESTATES 2ND ADD 51-41 B,LOT 4 BLK 2,1712,01,OP,33309,,,,,,
49422222,18,RIVERWOOD COVE 52-28 B,LOT 8 LESS NE COR AS DESC IN,1712,01,OP,333096007,,,,,,
49422223,18,BOULEVARD VILLAS 60-6 B,22-49-42,1712,94,OP,33309,,,,,,
49422224,4,OAKLAND PARK UTILITY AREA,62-18 B,1712,03,OP,33334,,,,,,
49422225,1,LLOYD ESTATES SCHOOL SITE,62-23 B,1712,83,OP,33309,,,,,,
49422226,23,BONIELLO GARDENS 1 ADD 66-13 B,LOT 8 BLK 3,1712,08,OP,33334,,,,,,
49422227,33,BONIELLO GARDENS 2ND ADD 66-29 B,LOT 16 BLK 3,1712,08,OP,33334,,,,,,
49422228,1,OAKLAND PARK AMENDED PLAT OF POR,OF BLKS 92 & 93 66-30 B,1712,26,OP,33334,,,,,,
49422229,1,RYAN INDUSTRIAL PARK 71-32 B,PARCEL A,1712,48,OP,33334,,,,,,
49422230,4,STANLEY PEAL INDUSTRIAL PARK,72-31 B,1712,48,OP,33334,,,,,,
49422231,22,FELLER ESTATES 72-35 B,LOT 20,1712,08,OP,33334,,,,,,
49422232,1,FELLER PROPERTIES 73-8 B,"TRACT A,B,C",1712,03,OP,33334,,,,,,
49422233,6,RIVERSIDE COVE 75-10 B,LOT 5,1712,01,OP,333095002,,,,,,
49422237,4,STANLEY PEAL INDUSTRIAL PARK,SEC 2 76-7 B,1712,48,OP,33334,,,,,,
49422238,3,YATES SUB 76-15 B,LOT 1,1712,08,OP,33309,,,,,,
49422239,2,H & S SUBDIVISION 84-31 B,PARCEL A LESS S 207 OF W 205,1712,48,OP,33334,,,,,,
49422240,3,R T SUBDIVISION 85-10 B,PARCEL A,1712,11,OP,33309,,,,,,
49422241,1,SHANK PLAT 87-17 B,"TR A,B",1712,12,OP,33309,,,,,,
49422242,1,CAPTAIN D'S RESTAURANT 103-16 B,PARCEL A,1712,27,OP,33309,,,,,,
49422243,2,DAIMAN PLAT 108-8 B,THOROUGHFARE DEDICATED PER PLAT,1712,94,OP,33309,,,,,,
49422245,1,Q.P. SITE 113-17 B,PARCEL A,1712,22,OP,33311,,,,,,
49422246,1,ANDREWS AVENUE 7-ELEVEN,117-44 B,1712,26,OP,33334,,,,,,
49422247,2,9TH AVENUE RIVERVIEW PLAT,126-18 B,1712,17,OP,33309,,,,,,
49422248,2,ANDREWS SHOPPING CENTER 150-16 B,TRACT A,1712,16,OP,33334,,,,,,
49422250,11,PROSPECT GARDENS 22-26 B,PORTION LOT 4 BLK 9 DESC AS COMM,1712,01,OP,33309,,,,,,
49422251,16,43RD STREET VILLAGE 176-132 B,A POR OF PAR A DESC AS: COMM,1712,01,OP,33334,,,,,,
49422252,2,ESTATES OF OAKLAND PARK,177-157 B,1712,01,OP,33309,,,,,,
49422253,2,ACHALA 178-12 B,R/W DEDICATED PER PLAT,1712,94,OP,33309,,,,,,
49422254,1,OAKLAND PRESERVE 182-9 B,PAR A,1712,03,OP,33334,,,,,,
49422255,2,7-ELEVEN STORE #37549,183-189 B,1712,26,OP,33309,,,,,,
49422256,2,OAKLAND PARK FIRE STATION NO.9,183-561 B,1712,94,OP,33334,,,,,,
494222AA,144,THE RACQUET CLUB,OF FORT LAUDERDALE CONDO,1712,04,OP,33311,,,,,,
494222AB,38,NORTHEAST HEIGHTS CONDO PHASE I,UNIT 11,1712,04,OP,33334,,,,,,
494222AC,152,OAKLAND GROVE VILLAGE CONDO,UNIT 109 C,1712,04,OP,33311,,,,,,
494222AD,3,43RD STREET VILLAGE COMMERCIAL,CONDO,1712,12,OP,333343127,,,,,,
494222AE,3,43RD STREET VILLAGE CONDO (RES),UNIT 1F BLDG 2 AKA: UNIT 4,1712,04,OP,33334,,,,,,
494222AF,3,43RD STREET VILLAGE CONDO (RES),UNIT 1D BLDG 1 AKA: UNIT 4,1712,04,OP,333343127,,,,,,
494222AG,3,43RD STREET VILLAGE COMMERCIAL,CONDO,1712,12,OP,333343127,,,,,,
494222AH,230,THE COURTS AT OAKLAND PARK,CONDO,1712,04,OP,33334,,,,,,
494222AJ,8,ASTRA CONDO,UNIT 1,1712,04,OP,33309,,,,,,
494222AK,90,URBAN VILLAGE AT 5TH AVE CONDO,BLDG 3 UNIT 7,1712,04,OP,33334,,,,,,
494222AL,8,LANDING OAKS CONDOMINIUM INC,UNIT 204 PER CDO CIN#: 119862955,1712,00,OP,33309,,,,,,
49422300,68,23-49-42,PT OF W1/2 OF SE1/4 OF SW1/4 OF,1712,01,OP,33334,,,,,,
49422301,18,23-49-42,N1/2 OF E 100 OF S1/3 OF NW1/4,1712,01,OP,333344678,,,,,,
49422302,22,23-49-42,ALL THAT POR OF NW1/4 AS MORE,1712,94,OP,33334,,,,,,
49422303,220,OAKLAND PARK 1ST ADD 2-38 B,LOT 12 LESS W 80.67 THEREOF & N,1712,01,OP,33334,,,,,,
49422304,8,OAKLAND PARK SUB OF BLK 5 2-41 B,LOT 19 TO 22 BLK 5,1712,17,OP,33334,,,,,,
49422305,722,OAKLAND PARK SECOND ADD 1-39 B,S 70 OF LOTS  1 & 2 BLK 90,1712,00,OP,333342120,,,,,,
49422306,237,OAKLAND PARK SECOND ADD 2-40 B,"LOTS 16,17,LESS N 70 BLK 24",1712,01,OP,333345365,,,,,,
49422307,77,OAKLAND PARK 2ND ADD-RESUB OF A,PORTION 41-7 B,1712,94,OP,33334,,,,,,
49422308,26,OAKLAND PARK 2ND ADD RESUB-AMEN,"PLAT PAR B,C & POR BLK G 44-5 B",1712,01,OP,33334,,,,,,
49422309,8,ROBERTS-CHADWICK SUB 2-54 B,LOT 3 LESS ELY 270 & LESS W 10,1712,03,OP,33334,,,,,,
49422310,2,MIDWAY PARK 3-37 B,"LOT 1,2,3,4,5 S 50 OF W 10",1712,11,OP,33334,,,,,,
49422311,19,R J MC BRIDE SUB 8-30 B,POR LOTS 8 THRU 11 BLK 1 AS,1712,94,OP,33334,,,,,,
49422312,67,FLORANADA CENTER 9-51 B,LOT 9 BLK 3,1712,01,OP,333343144,,,,,,
49422313,63,CENTRAL PARK INDUSTRIAL CENTER,SEC TWO 51-1 B,1712,48,OP,33334,,,,,,
49422314,53,OCEAN AVENUE HEIGHTS 11-3 B,POR OF LOT 21 BLK 19 DESC AS:BEG,1712,94,OP,33334,,,,,,
49422315,10,OAKLAND MANORS AMENDED PLAT,14-52 B,1712,94,OP,33334,,,,,,
49422316,16,OAKLAND HEIGHTS 39-8 B,LOT 3 BLK 1,1712,01,OP,33334,,,,,,
49422317,304,CORAL HEIGHTS SEC ONE 40-33 B,LOT 9 BLK 50,1712,01,OP,33334,,,,,,
49422318,313,CORAL HEIGHTS SEC 2 45-8 B,E 52.08 OF LOT 22 BLK 49,1712,01,OP,33334,,,,,,
49422319,66,CORAL TERRACE 45-22 B,LOT 4 BLK 2,1712,01,OP,33334,,,,,,
49422320,11,STEPHENS SQUARE 45-35 B,LOT 1,1712,01,OP,333345314,,,,,,
49422321,2,BAZELON-TARRSON REPLAT 48-18 B,ALL LESS R/W & LESS OR,1712,11,OP,33334,,,,,,
49422322,56,CENTRAL PARK INDUSTRIAL CENTER,SEC 3 53-3 B,1712,48,OP,33334,,,,,,
49422323,22,CORAL HEIGHTS SEC TWO RESUB OF,POR OF BLK 29 54-33 B,1712,08,OP,33334,,,,,,
49422324,28,CHERRY CREEK ESTATES 57-8 B,"LOT 18 N 2,19",1712,01,OP,333345405,,,,,,
49422325,1,OAKLAND PARK CIVIC CENTER,58-11 B,1712,89,OP,33334,,,,,,
49422328,9,CHERRY HOLLOW 64-5 B,TR 5,1712,01,OP,333344636,,,,,,
49422329,13,CHERRY HOLLOW 2ND SEC 72-29 B,LOT 8 BLK 2,1712,01,OP,333344609,,,,,,
49422330,15,KIMBERLY LAKE VILLAS 72-36 B,LOT 1,1712,01,OP,33334,,,,,,
49422331,5,DELEGAL ACRES 74-48 B,LOT 3 LESS N 2 OF E 150,1712,01,OP,33334,,,,,,
49422332,1,R G K K PLAT 84-37 B,PARCEL A,1712,48,OP,33334,,,,,,
49422333,2,ISHLAND ONE 85-30 B,TR A,1712,48,OP,33334,,,,,,
49422334,9,MANDOLIN WOODS 103-39 B,LOT 3,1712,01,OP,333345387,,,,,,
49422335,1,LIBERTY SOUTHERN PLAT 104-4 B,TRACT A & B,1712,48,OP,333343093,,,,,,
49422336,5,OAKLAND PARK SECOND ADD 2-40 B,"POR LOT 1,N 61.50 OF LOT 2,W 30",1712,01,OP,33334,,,,,,
49422338,1,N.B.M.B. PLAT 157-26 B,PARCEL A,1712,71,OP,333343139,,,,,,
49422339,14,OAKLAND PARK 2-38 B,PART OF LOTS 15 & 16 BLK 2,1712,01,OP,33334,,,,,,
49422340,15,FLORANADA CENTER 9-51 B,PORTION LOT 7 BLK 3 DESC ASCOMM,1712,01,OP,33334,,,,,,
49422341,3,OAKLAND PARK STATION 177-159 B,PAR 1 LESS POR PAR 1 DESC AS:BEG,1712,48,OP,33334,,,,,,
49422342,136,DIXIE LANDMARK PLAT 155-10 B,PORTION PARCEL A DESC AS: COMM,1712,01,OP,33334,,,,,,
49422343,7,OAKLAND PARK 2-38 B,POR LOTS 21-22 BLK 10 DESC AS:,1712,01,OP,33334,,,,,,
49422344,7,OAKLAND PARK 2-38 B,"PAR OF SEC 23-49-42, & POR OF",1712,01,OP,33334,,,,,,
49422345,9,OAKLAND PARK SECOND ADD 1-39 B,N 12.01 OF LOTS 8 TO 11 BLK 47,1712,09,OP,33334,,,,,,
49422346,11,OAKLAND PARK SECOND ADD 1-39 B,"A POR OF LOTS 23 & 24, BLK 47,",1712,01,OP,33334,,,,,,
49422347,9,FLORANADA CENTER 9-51 B,"A POR OF LOTS 5,6,7&8, BLK 7",1712,09,OP,33334,,,,,,
494223AA,30,OAKLAND EAST MANORS CONDO,UNIT 103,1712,04,OP,33334,,,,,,
494223AC,10,FINN COURT CONDO,UNIT 2,1712,04,OP,33334,,,,,,
494223AD,80,AZUL AT KIMBERLY LAKE CONDO,UNIT 31 BLDG 2,1712,04,OP,33334,,,,,,
494223AF,39,WHEREHOUSE AT OAKLAND PARK CONDO,UNIT 13 BLDG 4233,1712,48,OP,33334,,,,,,
494223AG,14,OAK PARK I CONDO,UNIT 6,1712,04,OP,33334,,,,,,
494223AH,14,OAK PARK II CONDO,UNIT 5,1712,04,OP,33334,,,,,,
494223AJ,126,EL SOL AT MAIN STREET CONDO,UNIT 15 BLDG 4071,1712,04,OP,33334,,,,,,
494223AK,7,OAKGLEN CONDO,UNIT 5,1712,04,OP,33334,,,,,,
494223AL,12,OAK PARK III CONDO,UNIT 1 BLDG 2,1712,04,OP,33334,,,,,,
49422400,9,24-49-42,TH PT OF N3/4 OF E1/2 AS DESC IN,0312,38,FL,33308,,,,,,
49422401,76,CORAL RIDGE GALT ADD NO 2,32-50 B,0312,08,FL,33306,,,,,,
49422402,4,CORAL RIDGE GALT ADD NO 2 RESUB,OF PORTION 36-15 B,0312,15,FL,333061033,,,,,,
49422403,62,CORAL RIDGE GALT ADD NO 3,35-47 B,0312,01,FL,333061519,,,,,,
49422404,6,CORAL RIDGE GALT ADD NO 3 AMEN,38-16 B,0312,74,FL,33306,,,,,,
49422405,153,CORAL WOODS 33-25 B,LOT 2 BLK 8,1712,01,OP,333086210,,,,,,
49422406,16,CORAL WOODS COMMERCIAL 34-22 B,"LOT 9 N 100,10 S 25",1712,22,OP,33308,,,,,,
49422407,392,CORAL RIDGE COUNTRY CLUB SUB,36-30 B,0312,10,FL,33308,,,,,,
49422408,78,CORAL RIDGE COUNTRY CLUB ADD,NO 1 40-18 B,0311,94,FL,33308,,,,,,
49422409,181,CORAL RIDGE COUNTRY CLUB ADD,NO 2 44-21 B,0311,01,FL,333084717,,,,,,
49422410,380,CORAL RIDGE COUNTRY CLUB ADD,NO 3 52-14 B,0312,01,FL,333085718,,,,,,
49422411,1,CORAL RIDGE PLAZA 53-20 B,BLK 1,0312,28,FL,333061033,,,,,,
49422414,41,GRAMERCY PARK 57-45 B,LOT 9 BLK 2,0312,01,FL,333085757,,,,,,
49422415,8,NASSAU POINT 58-2 B,"POR OF LOTS 2 THRU 5 AND TR ""A""",1712,03,OP,33306,,,,,,
49422416,1,MANTRAY SUBDIVISION 70-11 B,"PARCEL A & VAC NE 36 CT, AS PER",1712,21,OP,33308,,,,,,
49422417,1,SOIGNE PLAT 76-10 B,"A POR OF PARCEL ""A"" TOG/W A POR",1712,11,OP,33308,,,,,,
49422418,5,T & L SUBDIVISION 99-36 B,LOT 5A,0312,01,FL,33308,,,,,,
49422420,2,HUNT PLAT 167-25 B,POR PAR A DESC AS BEG NW COR PAR,1712,11,OP,33308,,,,,,
49422421,69,SOIGNE PLAT 76-10 B,PORTION OF PARCEL A DESC AS:COMM,1712,01,OP,33308,,,,,,
49422422,1,2611 OAKLAND PLAT 178-196 B,TRACT A,0312,18,FL,33306,,,,,,
49422423,35,3850 FEDERAL 181-137 B,TR B,0312,09,FL,33308,,,,,,
494224AA,4,COUNTRY CLUB TOWN HOUSES OF,BROWARD COUNTY CONDO 1-11,0311,04,FL,333084750,,,,,,
494224AB,149,KINGS PARK GARDEN APTS CONDO,UNIT 117 BLDG 1,1712,04,OP,33308,,,,,,
494224AC,4,2889 CLUB APARTMENT BUILDING,CONDO UNIT 1,0312,04,FL,33306,,,,,,
494224AD,41,THE IMPERIAL CONDOMINIUM,UNIT 502,0312,04,FL,33306,,,,,,
494224AE,80,THE CARLYLE CONDOMINIUM,UNIT 2A,0312,04,FL,33306,,,,,,
494224AF,24,PIER 41 CONDO,UNIT 303,0312,04,FL,33306,,,,,,
494224AG,20,COSTA CREST CONDO,UNIT 1-A,0312,04,FL,33308,,,,,,
494224AH,32,CORAL RIDGE COLONY INC CONDO,UNIT 202,0312,04,FL,33308,,,,,,
494224AJ,6,"LINK CONDOMINIUM, INC.",UNIT 4415-A,0311,04,FL,33308,,,,,,
494224AK,75,CORAL LAKE TOWER CONDO,UNIT 402,1712,04,OP,33308,,,,,,
494224AM,20,CORAL RIDGE COUNTRY CLUB,"APARTMENTS, INC. CONDO",0312,04,FL,333086202,,,,,,
494224AN,16,CORAL RIDGE PLACE CONDO,UNIT 101,0312,04,FL,33308,,,,,,
494224BA,16,4140 MEDICAL CONDO,UNIT 7,0312,16,FL,33308,,,,,,
494224BB,24,BARCLAY SQUARE CONDO,UNIT 101,0312,04,FL,333062039,,,,,,
494224BC,12,OAKLAND ARMS CONDO,UNIT 2,0312,04,FL,33306,,,,,,
494224BD,14,ROYAL PLAZA CONDO,UNIT 1,0312,04,FL,33306,,,,,,
494224BE,26,OAKLAND POINTE CONDO,UNIT 6,1712,04,OP,33305,,,,,,
494224BG,18,CHATEAU TERESE CONDOMINIUM,APARTMENTS UNIT 206,0312,04,FL,33306,,,,,,
494224BH,16,COUNTRY CLUB FAIRWAYS CONDO,UNIT 5N BLDG NORTH,0312,04,FL,33308,,,,,,
494224BJ,56,CORAL RIDGE EAST CONDO,UNIT 101,0311,04,FL,33308,,,,,,
494224BK,23,THE GOLDEN EAGLE CONDO,UNIT 217,0312,04,FL,33306,,,,,,
494224BM,6,BAYVIEW CLUB CONDO,UNIT 103,0312,04,FL,33306,,,,,,
494224CA,4,BAYVIEW 32 CONDO,UNIT A,0312,04,FL,33306,,,,,,
494224CB,16,CORAL RIDGE WATERSIDE CONDO,(FKA: OAKLAND HILLS APTS CONDO),0312,04,FL,33306,,,,,,
494224CC,22,COBBLE EAST CONDO,UNIT 4 BLDG A,1712,04,OP,333345400,,,,,,
494224CD,25,COBBLE EAST CONDO,UNIT 16 BLDG C,1712,04,OP,33334,,,,,,
494224CG,30,HAWTHORNE MANOR CONDO,UNIT 103,0312,04,FL,33306,,,,,,
494224CH,32,DURHAM APARTMENTS CONDO,UNIT 15,0312,04,FL,33306,,,,,,
494224CJ,30,COUNTRY CLUB MANOR CONDO,UNIT 1C BLDG 1,0311,04,FL,33308,,,,,,
494224CM,12,THE COLONIAL CONDO,UNIT 11,0311,04,FL,33308,,,,,,
494224NR,19,ALEXANDER HAMILTON CO-OP,UNIT 101,0312,05,FL,33306,,,,,,
494224NS,16,COUNTRY MANOR CO-OP,UNIT 4,0312,05,FL,33306,,,,,,
494224NT,20,VILLA SORRENTO CO-OP,UNIT 201,0312,05,FL,333062044,,,,,,
494224NU,20,CAMBRIDGE CO-OP,UNIT 201,0312,05,FL,33306,,,,,,
494224NX,33,COUNTRY CLUB TERRACE CO-OP,UNIT 22,0311,05,FL,33308,,,,,,
494224NY,17,BEAUMONT APTS CO-OP,UNIT 3A BLDG A,0312,05,FL,33308,,,,,,
49422500,5,CORAL RIDGE GALT ADDITION NO 1,"31-37 B, OCEAN RIDGE 27-45 B,",0312,94,FL,33306,,,,,,
49422501,28,OCEAN RIDGE 27-45 B,E1/2 OF LOTS 7 & 8 BLK 5,0312,11,FL,33306,,,,,,
49422502,3,OCEAN RIDGE RESUB OF BLK 1,31-15 B,0312,03,FL,33306,,,,,,
49422503,454,CORAL RIDGE GALT ADD 27-46 B,"LOT 1,11 BLK 3",0312,01,FL,333051716,,,,,,
49422504,498,CORAL RIDGE GALT ADD NO 1,31-37 B,0312,01,FL,333061734,,,,,,
49422505,20,CORAL RIDGE PROPERTIES 28-8 B,THAT POR OF TR B LYING S OF,0312,95,FL,33306,,,,,,
49422506,22,OAKLAND OCEAN MILE 28-45 B,LOT 3 W1/2 LESS N 50 FOR ST,0312,19,FL,33306,,,,,,
49422507,12,OAKLAND OCEAN MILE ADD 29-8 B,LOT 1 LESS N 50 FOR ST,0312,12,FL,33306,,,,,,
49422508,22,CORAL SHOPPING CENTER 29-30 B,LOT 28,0312,11,FL,33306,,,,,,
49422509,1,CORAL SHOPPING CENTER-RESUB OF,LOT 27 41-34 B,0312,11,FL,33306,,,,,,
49422510,99,CORAL GARDENS 30-7 B,LOT 16 BLK 6,0912,08,WM,33305,,,,,,
49422511,7,CORAL GARDENS AMEN PLAT 32-21 B,LOT 5 BLK 4,0912,01,WM,333061336,,,,,,
49422512,2,CORAL GARDENS-RESUB OF,LOTS 1 & 2 BLK 2 38-34 B,0912,01,WM,333061333,,,,,,
49422513,142,CORAL SHORES 30-44 B,LOT 6 BLK 1,0312,01,FL,333061240,,,,,,
49422514,5,CORAL SHORES AMEND PLAT 31-50 B,LOT 14 BLK 1,0312,01,FL,33306,,,,,,
49422515,3,CORAL SHORES-AMEN PL OF LOT 1,"BLK 1 & LOTS 1,2 & 3 BLK 7",0312,01,FL,33306,,,,,,
49422516,130,CORAL POINT 31-27 B,LOT 4 BLK 3,0912,01,WM,333051526,,,,,,
49422517,19,CROSSROADS SHOPPING CENTER,32-22 B,0312,11,FL,33306,,,,,,
49422518,20,SOUTH CORAL POINT 33-48 B,LOT 8,0912,01,WM,33305,,,,,,
49422519,20,CORAL CORNER SHOPPING CENTER,34-17 B,0312,28,FL,33306,,,,,,
49422520,22,TIMES SQUARE 43-23 B,"LOT 9,10",0312,12,FL,33306,,,,,,
49422521,83,NORTH BAL HARBOUR 45-3 B,LOT 147,0312,01,FL,33305,,,,,,
49422522,3,NORTH RIDGE ADDITION 141-22 B,"PARCEL A LESS PT DESC'D AS,BEG",0312,21,FL,33305,,,,,,
49422523,3,NORTH RIDGE ADD'N II 153-44 B,SOUTH 190 OF PARCEL B,0312,21,FL,333052538,,,,,,
49422524,2,1901 PLAT 157-2 B,PARCEL A,0312,11,FL,33305,,,,,,
49422525,6,CORAL SHORES 30-44 B,POR OF LOT 25 BLK 7 DESC AS:COMM,0312,01,FL,33306,,,,,,
49422526,1,THE MATT PLAT,163-18 B,0312,11,FL,33305,,,,,,
49422527,3,NORTH RIDGE ADDITION III,165-43 B,0312,11,FL,33305,,,,,,
49422528,1,ORIGINAL PANCAKE HOUSE 166-44 B,PARCEL A,0312,21,FL,333061425,,,,,,
49422529,1,HARLEY PLAT 169-123 B,PARCEL A,0312,27,FL,333061425,,,,,,
49422530,2,COMFORT SUITES HOTEL 2201 N,FEDERAL HIGHWAY PLAT 178-156 B,0312,11,FL,33305,,,,,,
49422531,1,CACTUS CARWASH PLAT 179-113 B,PARCEL A,0312,27,FL,33306,,,,,,
49422532,1,KARAM PLAT 181-8 B,PARCEL A,0312,11,FL,33306,,,,,,
49422533,3,NORTH FEDERAL 2650 PLAT 181-68 B,LOT 1 BLK 1,0312,22,FL,33306,,,,,,
49422534,1,CORAL RIDGE LZB 183-77 B,"PARCEL A,5 FT ALLEY R/W ADJ TO",0312,11,FL,33306,,,,,,
49422535,1,"""GITTA-GANPAT"" 183-669 B",PARCEL A,0312,39,FL,33306,,,,,,
49422536,8,BAL HARBOUR VILLAGE 183-738 B,LOT 6,0312,00,FL,33305,,,,,,
494225AA,12,ROYAL ARMS CONDO,UNIT A1,0312,04,FL,333061449,,,,,,
494225AB,10,PARK RIDGE APARTMENTS CONDO,UNIT 6,0312,04,FL,33306,,,,,,
494225AC,20,PARK RIDGE NORTH APTS CONDO,UNIT 20,0312,04,FL,333061430,,,,,,
494225AD,12,LAUREL TERRACE CONDO,UNIT 3,0312,04,FL,333061943,,,,,,
494225AE,4,VILLORESI LUXURY RESIDENCE,CONDO UNIT 1,0312,04,FL,33306,,,,,,
494225AG,10,"THE TWENTY HUNDRED BUILDING,",INC. COMMERCIAL CONDO UNIT 106,0312,17,FL,333061120,,,,,,
494225AH,30,SUTTON PLACE CONDO,UNIT 101A,0312,04,FL,333061758,,,,,,
494225AJ,6,BHCP CONDOMINIUM,UNIT 5,0312,18,FL,33306,,,,,,
494225AK,5,OAKBAY CONDO,UNIT A,0312,04,FL,33306,,,,,,
494225AM,6,L.A.I. INC. CONDOMINIUM,UNIT 200,0312,18,FL,333061804,,,,,,
494225AN,10,CORAL RIDGE WATERFRONT CONDO,UNIT 8,0312,04,FL,33305,,,,,,
494225NN,20,LAFAYETTE ARMS CO-OP,UNIT 1,0312,05,FL,333061948,,,,,,
494225NP,20,LEXINGTON ARMS CO-OP,UNIT 6,0312,05,FL,333061997,,,,,,
494225NR,20,CONCORD ARMS CO-OP,UNIT 15,0312,05,FL,33306,,,,,,
494225NS,24,REGENCY HOUSE CO-OP,UNIT 302 BLDG 1,0312,05,FL,33306,,,,,,
49422600,76,CENTRALLY ASSESSED - BRIGHTLINE,,0912,98,WM,33305,,,,,,
49422601,24,26-49-42 SE1/4,POR S1/2 OF NW1/4 OF NW1/4 OF SE,0912,08,WM,33305,,,,,,
49422602,30,MIDDLE RIVER PLAZA 9-52 B,E1/2 OF LOT 1,0912,00,WM,33305,,,,,,
49422603,13,SIMPSON PLACE 9-53 B,"LOT 1,2 BLK 1",1712,01,OP,333345319,,,,,,
49422604,10,MAX SWARTZ SUB 10-19 B,"LOT 17 N1/2,18",0912,01,WM,333051417,,,,,,
49422605,288,WILTON MANORS UNIT 1 AMD PLAT,15-1 B,0912,48,WM,33305,,,,,,
49422606,47,RE-AMENDED PLAT WILTON MANORS,23-17 B,0912,08,WM,33305,,,,,,
49422607,2,WILTON MANORS UNIT 1 RESUB OF,LOTS 1 TO 14 & 37 TO 50 BLK 69,0912,11,WM,33305,,,,,,
49422608,52,HIGHLAND ESTATES 15-65 B,LOT 56 S 150 OF W 50 OF E 820,0912,08,WM,33334,,,,,,
49422609,46,RESUB OF HIGHLAND ESTATES,21-21 B,0912,01,WM,33334,,,,,,
49422610,8,AMENDED PLAT OF HIGHLAND ESTATES,22-28 B,0912,94,WM,33334,,,,,,
49422611,25,LAUDERDALE HEIGHTS AMEN PLAT,16-12 B,1712,48,OP,33334,,,,,,
49422612,45,OCEAN BOULEVARD PARK 21-45 B,"LOT 1,2,3 W1/2 BLK 3",1712,03,OP,33334,,,,,,
49422613,7,ROTHROCK SUB 23-13 B,"LOT 1,2,6,7 N 2",0912,82,WM,33334,,,,,,
49422614,10,THE PINES 25-31 B,LOT 5,0912,01,WM,33305,,,,,,
49422615,32,AMADALE 29-6 B,LOT 5 BLK 2,0912,01,WM,33334,,,,,,
49422616,30,AMADALE ADD 36-48 B,LOT 4 BLK 2,0912,01,WM,333343722,,,,,,
49422617,185,MIDDLE RIVER ESTATES 29-45 B,LOT 16 BLK 3,0912,01,WM,333344346,,,,,,
49422618,4,MIDDLE RIVER ESTATES AN AMD PL,"OF POR OF BLKS B,C & 2 35-31 B",0912,22,WM,33305,,,,,,
49422619,3,MIDDLE RIVER ESTATES-RESUB OF,"LOTS 21,22,23 BLK 1 41-28 B",0912,01,WM,33334,,,,,,
49422620,21,BROWARD INDUSTRIAL CENTER,30-12 B,1712,89,OP,33334,,,,,,
49422621,114,CORAL ESTATES 32-29 B,LOT 27 BLK 2,0912,01,WM,333344358,,,,,,
49422622,15,MANOR GATES 33-14 B,THOROUGHFARES DEDICATED TO,0912,94,WM,33305,,,,,,
49422623,97,MIDDLE RIVER MANOR 33-29 B,LOT 66,0912,01,WM,333052424,,,,,,
49422624,51,MIDDLE RIVER MANOR ADD 38-33 B,LOT 32,0912,01,WM,333052412,,,,,,
49422625,48,CORAL BROOK 37-18 B,PART OF TRACT A DESC AS COMM NE,1712,94,OP,33334,,,,,,
49422626,7,HUTCHINSON SUB 38-17 B,"LOT 1,2 S 10",0912,48,WM,33305,,,,,,
49422627,14,MANOR SQUARE 38-47 B,LOT 8,0912,08,WM,33305,,,,,,
49422628,71,EDGEWATER ESTATES 40-7 B,"STREETS,AVENUES & TERRACES AND",0912,94,WM,33305,,,,,,
49422629,20,EDGEWATER ESTATES-AMEN PLAT OF,LOTS 1-19 41-5 B,0912,01,WM,333052302,,,,,,
49422630,36,EDGEWATER ESTATES 1ST ADD,45-2 B,0912,08,WM,33305,,,,,,
49422631,8,REID TERRACE RESUB 44-23 B,LOT 1,0912,08,WM,33305,,,,,,
49422632,7,EDGEWATER ESTATES 1ST ADD 45-2 B,THAT POR OF PAR Y DESC AS COMM,0912,08,WM,33305,,,,,,
49422633,4,RIVERMEAD 57-3 B,BEG AT PT ON E/R/W/L OF,1712,26,OP,33334,,,,,,
49422634,11,TROPICAL GARDENS AMENDED PLAT,RESUB OF LOTS 2-7 BLK 3 58-1 B,0912,01,WM,33305,,,,,,
49422638,2,ADK PLAT 77-35 B,POR PARCEL A TOG WITH PORTION,1712,11,OP,33334,,,,,,
